更新时间,#genre#
海绵宝宝,http://cdn.jdshipin.com:8880/huya.php?id=11352919$订阅源
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8$订阅源
中华小当家,http://cdn.jdshipin.com:8880/huya.php?id=11342413$订阅源
猫和老鼠,http://cdn.jdshipin.com:8880/huya.php?id=11352879$订阅源
蜡笔小新,http://cdn.jdshipin.com:8880/huya.php?id=11352970$订阅源
漫画解说,http://live.nctv.top/6688/yy.php?id=1382735568$订阅源

🎮游戏频道,#genre#
游戏风云,http://223.166.234.149:7777/tsfile/live/1050_1.m3u8$订阅源
游戏风云,http://wouu.net:9977/udp/239.93.0.136:5140$订阅源
游戏风云,http://223.166.234.114:7777/tsfile/live/1050_1.m3u8$订阅源
游戏风云,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226187/index.m3u8$订阅源-IPv6
游戏风云,http://[2409:8087:5e08:24::11]:6610/000000001000/2000000002000000011/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000011&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$订阅源-IPv6
游戏风云,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031114/1.m3u8$订阅源-IPv6
电竞天堂,http://wouu.net:9977/udp/239.93.1.135:5140$订阅源

🎵音乐频道,#genre#
CCTV-15,http://61.136.172.236:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
CCTV-15,http://116.128.242.83:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$北京酒店源
CCTV-15,http://mom.cloudns.be:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV-15,http://58.48.37.158:1111/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$湖北酒店源
CCTV-15,http://123.113.189.90:8001/rtp/239.3.1.153:8136$组播源
CCTV-15,http://coolcat.synology.me:4022/rtp/239.3.1.153:8136$组播源
CCTV-15,http://183.130.30.174:8808/rtp/233.50.201.15:5140$组播源
CCTV-15,http://60.7.56.33:4000/rtp/239.253.93.154:6322$组播源
CCTV-15,http://221.221.167.14:8888/rtp/239.3.1.153:8136$组播源
CCTV-15,http://www.furymax.top:85/rtp/239.69.1.155:10566$组播源
音乐之声,http://ngcdn003.cnr.cn/live/yyzs/index.m3u8$订阅源

🏛经典剧场,#genre#
笑傲江湖,http://cdn.jdshipin.com:8880/huya.php?id=23865142$订阅源
笑傲江湖,http://43.136.119.99/yy.php?id=1354282410$订阅源
天龙八部,http://cdn.jdshipin.com:8880/huya.php?id=23903123$订阅源
鹿鼎记,http://cdn.jdshipin.com:8880/huya.php?id=23865080$订阅源
封神榜,http://cdn.jdshipin.com:8880/huya.php?id=23749096$订阅源
射雕英雄传,http://cdn.jdshipin.com:8880/huya.php?id=23824164$订阅源
